"units_sold" "ad_time" "ad_time2" "ad_time3" "ad_time4"
"167" 38 22.529046488335 507.557935673559 11434.796328313 257615.058065205
"168" 38 24.7732460395432 613.713719335745 15203.6809669476 376644.529300914
"169" 38 24.3083598478969 590.896358494848 14363.7213151047 349158.506482472
"170" 40 24.1672705213619 584.056964452689 14115.0626598136 341122.53772569
"171" 37 24.0382650708078 577.838187614419 13890.2275219106 333896.971065516
"172" 40 26.0166894788175 676.868131437213 17609.8679937094 458150.467355305
"173" 37 26.2839477813723 690.845910973907 18158.1578490128 477268.072709367
"174" 50 25.3644574183649 643.355700128046 16318.3682607602 413906.556887249
"175" 50 25.0031137081849 625.155695104426 15630.8389300154 390819.643121498
"176" 52 34.1336468275574 1165.10584574842 39769.311455499 1357471.63179714
"177" 58 33.8581445074873 1146.37394948989 38814.0948414477 1314173.23206905
"178" 50 39.749949985675 1580.05852386366 62807.24729802 2496584.93883421
"179" 58 49.1135339580767 2412.13921785115 118468.681387541 5818415.60629555
"180" 34 20.4354459324707 417.607450458933 8533.99447485047 174395.98267881
"181" 37 23.8934424096026 570.896590180994 13640.6847993281 325922.916680286
"182" 32 24.7077394243595 610.472387462048 15083.3926751789 372676.535853613
"183" 32 23.16128098868 536.444937036587 12424.7519216591 287773.170472188
"184" 38 31.3879543437271 985.203677883897 30923.5280606918 970626.286915958
"185" 38 29.2756631860379 857.064454982337 25091.1303127881 734559.47999417
"186" 35 34.2783588011348 1175.00588209934 40277.2732200449 1380638.82296804
"187" 37 20.7142783823819 429.081328902814 8888.11009557525 184110.786813005
"188" 34 23.1751051888287 537.085500513275 12447.0129697899 288460.834861595
"189" 32 24.190302355475 585.170728049298 14155.4568410859 342424.780965746
"190" 32 23.8887211887004 570.671000031463 13632.6004102284 325665.39027691
"191" 38 29.8791237726958 892.762037424073 26674.9474157579 797024.055465582
"192" 38 28.9091369053643 835.738196613097 24160.4699429303 698458.333278112
"193" 37 34.0950385237088 1162.47165193319 39634.5157553814 1351340.34154827
"194" 33 16.694830564774 278.717367586511 4653.13922731663 77683.3709943545
"195" 30 17.4626943673519 304.945694567542 5325.17346287282 92991.8766352808
"196" 28 16.2687674313437 264.672793735149 4305.90012668113 70051.6877435686
"197" 27 19.7881827633015 391.572177073824 7748.50180496071 153328.769858334
"198" 28 17.8806220404973 319.716644555118 5716.73248134607 102218.732805583
"199" 66 48.2244811429872 2325.60058151032 112150.881389165 5408418.06472115
"200" 55 56.1254566918452 3150.06688886819 176798.942747587 9922921.40434371
"201" 50 26.4730967753818 700.824852878728 18553.0041528512 491155.47441249
"202" 50 26.7345356782289 714.735397930494 19108.1189964659 510846.689054862
"203" 45 25.6073904727642 655.738446824612 16791.7504558417 429992.910643955
"204" 58 34.7553212708939 1207.93235664305 41982.077128637 1459100.57822522
"205" 52 34.5229428810538 1191.83358516851 41145.602784494 1420467.29473562
"206" 55 39.9063809745405 1592.51924248517 63551.6795998997 2536117.53768553
"207" 50 40.311393489111 1625.00844503394 65506.3548508918 2640652.44643163
"208" 34 19.0805664938212 364.068017725133 6946.62402047807 132545.521530307
"209" 38 19.3973597763148 376.257566291797 7298.40338192262 141569.756191826
"210" 34 22.0442602433501 485.949409676546 10712.3952520121 236146.828764983
"211" 34 21.5594092663477 464.808127913877 10020.9886600202 216046.595774803
"212" 41 27.3402014088564 747.486613076834 20436.4345519446 558736.236729077
"213" 22 18.8061032892179 353.669520924732 6651.14554075873 125082.13003113
"214" 34 19.0649794065711 363.473439772981 6929.61364410744 132112.941420403
"215" 38 19.5318389760025 381.492733784492 7451.25464679371 145536.705930365
"216" 34 20.9606544463798 439.349034820542 9209.04330022387 193027.574397742
"217" 34 19.6489092727872 386.079635610222 7586.04373217599 149057.485032922
"218" 34 24.541663851125 602.293264581614 14781.2788391587 362757.176560379
"219" 34 24.606366580689 605.47327630325 14898.4973915286 366597.888317391
"220" 43 29.3434873015421 861.040247015764 25265.9235544238 741390.306980969
"221" 41 27.8969671065968 778.240773746544 21710.5572662198 605658.701921619
"222" 22 19.3653908943819 375.018364492208 7262.37722096338 140638.773706411
"223" 24 19.9929650899945 399.71865308974 7991.56107704279 159775.001627876
"224" 34 20.2731377201098 411.000113018537 8332.26189420548 168921.09290125
"225" 38 20.3348197880576 413.504895812777 8408.54753783233 170986.298861136
"226" 35 26.1897863467377 685.904908887767 17963.7030179492 470465.544036336
"227" 34 26.3356101443991 693.564361677776 18265.4406391949 481031.523789501
"228" 34 17.0874765403393 291.981854516648 4989.23308925799 85253.4033669807
"229" 34 18.4637124179991 340.908676254573 6294.43975916519 116218.725545645
"230" 35 21.4718604434696 461.040790903834 9899.40352103398 212558.610877233
"231" 34 19.1196146619708 365.559664822247 6989.35992736055 133633.868544953
"232" 38 27.9236734541509 779.731539174049 21772.9688817986 607981.273182732
"233" 38 29.0618581344961 844.591598229575 24545.4012093352 713334.967799988
"234" 38 34.6282568285262 1199.11617098237 41523.3027360164 1437879.59151142
